	Name	Type	Unique_Private_key
708	Osaka University of Arts	University	U32700150
709	Our Lady of Holy Cross College	University	U86630986
710	Oyoba	Company	C52135117
711	Oyoloo	Company	C96687695
712	Oyonder	Company	C77354204
713	Oyondu	Company	C80766860
714	Oyoyo	Company	C57428031
715	Ozu	Company	C7523244
716	PSG College of Technology	University	U38903097
717	Paktia University	University	U59599241
718	Palmer College of Chiropractic West	University	U30818978
719	Pandit Ravi Shankar Shukla University	University	U11608711
720	Pavol Jozef Safarik University in Kosice	University	U81873431
721	Payame Noor University	University	U18094364
722	Pennsylvania State University	University	U72609547
723	Pennsylvania State University - Altoona	University	U13755753
724	Pennsylvania State University - Berks-Lehigh Valley College	University	U93440163
725	Pepperdine University	University	U39700466
726	Periyar University	University	U38637358
727	Petroleum University of Technology	University	U88150138
728	Petronas Technology University	University	U14409442
729	Phillips-Universität Marburg	University	U8124422
730	Philosophisch-Theologische Hochschule SVD Sankt Augustin	University	U11573020
731	Photobean	Company	C83906319
732	Photobug	Company	C79760225
733	Photofeed	Company	C90784211
734	Photojam	Company	C85460408
735	Photospace	Company	C80138091
736	Piedmont College	University	U84179283
737	Pixoboo	Company	C59374386
738	Pixonyx	Company	C13802774
739	Pixope	Company	C40059905
740	Plajo	Company	C62949917
741	Plambee	Company	C20832190
742	Planwel University	University	U50536994
743	Podcat	Company	C87048050
744	Politeknik Negeri Jakarta	University	U79272247
745	Politeknik Negeri Malang	University	U57553950
746	Polytechnic University	University	U56254363
747	Pontificia Universidad Javeriana	University	U40692649
748	Poole Gakuin University	University	U78001462
749	Portland Community College	University	U42949301
750	Post University of Waterbury	University	U89863859
751	Premier University	University	U49908345
752	Prince Sultan University	University	U9632939
753	Principia College	University	U14619093
754	Private Hanseuniversität	University	U17202490
755	Pyongyang University of Science and Technology	University	U76553472
756	Qinghai University	University	U4048018
757	Quaid-i-Azam University	University	U75286994
758	Quamba	Company	C92922208
759	Quatz	Company	C7626598
760	Quaxo	Company	C52139710
761	Queens University	University	U97579187
762	Quimba	Company	C70204407
763	Quimm	Company	C17392230
764	Quinnipiac College	University	U31718030
765	Quinu	Company	C8380202
766	Quire	Company	C21851914
767	Rabindra Bharati University	University	U88582310
768	Rajasthan Vidyapeeth University	University	U54299650
769	Rak Medical & Health Sciences University	University	U51969888
770	Rani Durgavati University	University	U98433703
771	Rasmussen College, Florida Campuses	University	U27822509
772	Rasmussen College, Minnesota Campuses	University	U93710571
773	Realblab	Company	C91407143
774	Realbridge	Company	C32336127
775	Realbuzz	Company	C86911603
776	Realcube	Company	C69819663
777	Realfire	Company	C92694605
778	Reallinks	Company	C48614283
779	Realmix	Company	C9533374
780	Realpoint	Company	C39830074
781	Regis College	University	U18353533
782	Regis University	University	U85369103
783	Rheinische Friedrich-Wilhelms Universität Bonn	University	U33018689
784	Rhybox	Company	C36917225
785	Rhycero	Company	C2958479
786	Rhyloo	Company	C74687797
787	Rhynoodle	Company	C12478513
788	Rhynyx	Company	C90699468
789	Riffpath	Company	C68308534
790	Riffpedia	Company	C24461410
791	Riffwire	Company	C2160966
792	Rivers State University of Science and Technology	University	U47060919
793	Roodel	Company	C70174880
794	Roombo	Company	C57432356
795	Roomm	Company	C21878343
796	Rooxo	Company	C2582902
797	Royal Academy of Music	University	U79157078
798	Royal University of Law and Economics	University	U94173420
799	Rutgers, The State University of New Jersey - Camden	University	U12155302
800	SASTRA Deemed University	University	U76092746
801	Saito College	University	U82277769
802	Sakarya University	University	U46596278
803	Samara State Academy for Railway Transportation	University	U88674113
804	Sambalpur University	University	U3960080
805	Samchok National University	University	U80172782
806	Samford University	University	U97066709
807	San Diego State University	University	U32256571
808	Savannah College of Art and Design	University	U37021151
809	Saxion Universities 	University	U48935543
810	Seattle University	University	U7067369
811	Sejong University	University	U7487354
812	Senzoku Gakuen College	University	U36075725
813	Shaheed Rajaei Teacher Training University	University	U60957722
814	Shandong University of Art and Design	University	U48487732
815	Shanghai City College	University	U9396997
816	Shanghai Lixin University of Commerce	University	U67807512
817	Shanghai Television University	University	U23772351
818	Shaoguan University	University	U68960863
819	Shenyang University	University	U86035231
820	Sherman College of Straight Chiropractic	University	U61042814
821	Shibaura Institute of Technology	University	U47567342
822	Shimer College	University	U22473056
823	Shivaji University	University	U39425867
824	Shomal University	University	U25024956
825	Shri Mata Vaishno Devi University	University	U8119766
826	Shufflebeat	Company	C12475244
827	Shuffledrive	Company	C48345051
828	Shufflester	Company	C68467692
829	Siam Technology College	University	U15050675
830	Sikha 'O' Anushandhan University	University	U2510200
831	Simmons College	University	U54848885
832	Skaboo	Company	C84290540
833	Skadron College	University	U10675381
834	Skalith	Company	C95282806
835	Skiba	Company	C60175263
836	Skibox	Company	C87752994
837	Skidoo	Company	C88234072
838	Skilith	Company	C28014794
839	Skimia	Company	C42466464
840	Skinder	Company	C44586481
841	Skinix	Company	C56252281
842	Skinte	Company	C89671554
843	Skipfire	Company	C2834941
844	Skippad	Company	C61301825
845	Skipstorm	Company	C51944395
846	Skiptube	Company	C63762523
847	Skivee	Company	C53122070
848	Skrjabin Moscow State Academy of Veterinary Medicine and Biotechnology	University	U54241440
849	Skyba	Company	C18293919
850	Skyble	Company	C6631979
851	Skyndu	Company	C75340356
852	Skynoodle	Company	C48782670
853	Skyvu	Company	C80581759
854	Slobomir P Univerzitet	University	U76807434
855	Slovak Medical University	University	U12045830
856	Snaptags	Company	C13564989
857	Sotheby´s Institute of Art - London	University	U81270513
858	South Carolina State University	University	U7923944
859	South China University	University	U61406700
860	South China University of Technology	University	U65687197
861	Southeastern University	University	U54284205
862	Southern New Hampshire University	University	U2346832
863	Southern Vermont College	University	U72363426
864	Southern Yangtze University	University	U32606300
865	Southwest State University	University	U35078939
866	Southwest University of Nationalities	University	U40492784
867	Southwestern College Santa Fe	University	U82774107
868	Sri Lanka Institute of Information Technology (SLIT)	University	U84637255
869	St. Andrews Presbyterian College	University	U20794174
870	St. Clair College	University	U76609691
871	St. George's University	University	U46736249
872	St. John's University	University	U75010488
873	St. Joseph College of Nursing	University	U65859577
874	St. Joseph's University	University	U47628174
875	St. Mary's College of Maryland	University	U46731630
876	St. Matthews University	University	U25770099
877	St. Michael's College	University	U67660127
878	St. Paul University	University	U16612768
879	St. Petersburg State Academy for Engineering Economics (ENGECON)	University	U89100850
880	St. Petersburg State Pediatric Medical Academy	University	U70707003
881	St. Petersburg State University of Technology and Design	University	U2100262
882	Staffordshire University	University	U84108247
883	Stamford University	University	U2384186
884	State University of New York Upstate Medical University 	University	U2209658
885	State University of New York at Binghamton	University	U83555737
886	State University of New York at Buffalo	University	U56212179
887	Stavropol State University	University	U78927242
888	Stefan University	University	U9189675
889	Stenden University	University	U22501974
890	Stillman College	University	U14236879
891	Stockholm Institute of Education	University	U98362799
892	Sul Ross State University	University	U6898309
893	Sultan Haji Ahmad Shah Polytechnic	University	U30454437
894	Surgut State University	University	U64917336
895	Suzuka University of Medical Science	University	U51474328
896	Södertörn University College	University	U29910492
897	Tabor College	University	U88833821
898	Tagcat	Company	C43921493
899	Tagchat	Company	C84418019
900	Tagfeed	Company	C25589356
901	Tagopia	Company	C29817840
902	Tagpad	Company	C30996308
903	Tagtune	Company	C65468655
904	Taj International College	University	U93548280
905	Tajik Agrarian University	University	U64138640
906	Tajikistan International University	University	U12435848
907	Takasaki City University of Economics	University	U19937903
908	Takoradi Polytechnic 	University	U53506253
909	Talane	Company	C45283330
910	Tama Art University	University	U65593239
911	Tambee	Company	C54077128
912	Tamil Nadu Dr. Ambedkar Law University	University	U43678438
913	Tamkang University	University	U49539928
914	Tanoodle	Company	C16619791
915	Taraba State University	University	U88512876
916	Tarleton State University	University	U97240065
917	Tashkent Institute of Irrigation and Melioration	University	U28465557
918	Tashkent Pharmaceutical Institute	University	U78761108
919	Tashkent State University of Economics	University	U4503865
920	Tavu	Company	C89979294
921	Tazz	Company	C65862714
922	Tazzy	Company	C59204659
923	Technical University of Gabrovo	University	U89861768
924	Technical University of Kenya	University	U79529892
925	Technical University of Opole	University	U85092045
926	Technical University of Zielona Gora	University	U89258041
927	Technische Universität Clausthal	University	U88310577
928	Technische Universität Ilmenau	University	U95879584
929	Technological University (Banmaw)	University	U93378062
930	Technological University (Pinlon)	University	U16837954
931	Tehran University of Medical Sciences	University	U2060718
932	Tehran University of Teacher Training	University	U95807698
933	Tekfly	Company	C53300714
934	Teklist	Company	C38457564
935	Temple University School of Podiatric Medicine	University	U99770082
936	Tennessee Technological University	University	U60095207
937	Textile Institute of Pakistan	University	U34697612
938	The Art Institute of Boston	University	U32875052
939	The Art Institutes International San Francisco	University	U16116314
940	The College of New Jersey	University	U3614322
941	The Dickinson School of Law	University	U46725047
942	Theologische Fakultät Paderborn	University	U88757154
943	Thiagarajar College of Engineering	University	U41668049
944	Thompson Rivers University	University	U6349916
945	Thoughtbeat	Company	C79671845
946	Thoughtblab	Company	C34693175
947	Thoughtbridge	Company	C73071112
948	Thoughtmix	Company	C79040968
949	Thoughtsphere	Company	C77759601
950	Thoughtstorm	Company	C3160743
951	Tianjin Normal University	University	U35145140
952	Tobb Economics and Technology University	University	U84607695
953	Tokyo Woman's Christian University	University	U30907495
954	Tomsk State Pedagogical University	University	U88261869
955	Tongji University	University	U83435859
956	Topdrive	Company	C23603091
957	Topicblab	Company	C71784832
958	Topiclounge	Company	C40582834
959	Topicshots	Company	C4922857
960	Topicstorm	Company	C84173222
961	Topicware	Company	C17625718
962	Topiczoom	Company	C97039151
963	Trilia	Company	C65715399
964	Trilith	Company	C76557153
965	Troy University, Dothan	University	U92279858
966	Trudeo	Company	C22416584
967	Trudoo	Company	C46298579
968	Trunyx	Company	C16457318
969	Trupe	Company	C66726885
970	Tshwane University of Technology	University	U59150169
971	Tunku Syed Sirajuddin Polytechnic	University	U11006336
972	Tuva State University	University	U77988451
973	Tver State Medical Academy	University	U77723446
974	Twimbo	Company	C31217712
975	Twimm	Company	C74694285
976	Twinte	Company	C84825313
977	Twitterbridge	Company	C55512173
978	Twitterlist	Company	C12372516
979	Twitternation	Company	C37414921
980	Twitterwire	Company	C73670175
981	Twitterworks	Company	C43342687
982	Twiyo	Company	C94359147
983	Ubonratchathani University	University	U99849424
984	Ukrainian Academy of Banking	University	U94655292
985	Uniformed Services Universty of the Health Sciences	University	U1503940
986	Union College Nebraska	University	U52149826
987	United States International University	University	U37093740
988	United States Military Academy	University	U88822887
989	"Universidad ""Adolfo Ibañez"""	University	U79248248
990	"Universidad ""Juan Agustín Maza"""	University	U22650896
991	Universidad Abierta Interamericana	University	U41036642
992	Universidad Adventista de Chile	University	U88188192
993	Universidad Adventista de Colombia	University	U6321411
994	Universidad Agraria del Ecuador	University	U4097596
995	Universidad Autónoma de Guadalajara	University	U53154481
996	Universidad Autónoma de Manizales	University	U28022560
997	"Universidad Autónoma del Beni ""José Ballivián"""	University	U92300255
998	Universidad Autónoma del Estado de México	University	U82611835
999	Universidad Autónoma del Paraguay	University	U16233876
1000	Universidad Blas Pascal	University	U90780418
1001	Universidad Bolivariana de Venezuela	University	U19212778
1002	Universidad Catolica del Norte	University	U6379298
1003	Universidad Católica Popular del Risaralda	University	U1450947
1004	Universidad Católica Tecnológica del Cibao	University	U44524080
1005	Universidad Católica de Colombia	University	U38773879
1006	Universidad Católica de Cuenca	University	U20821912
1007	Universidad Católica del Uruguay	University	U6700178
1008	Universidad Central de Bayamón	University	U87063657
1009	"Universidad Centroamericana ""José Simeón Canas"""	University	U56738358
1010	Universidad Centroamericana de Ciencias Empresariales (UCEM)	University	U56324511
1011	Universidad Dominico-Americana	University	U29600017
1012	Universidad Eugenio Maria de Hostos	University	U25535700
1013	Universidad Experimental Felix Adam	University	U21085645
1014	Universidad Francisco de Aguirre	University	U34869668
1015	Universidad Francisco de Vitoria	University	U4499243
1016	Universidad ICESI	University	U76885719
1017	Universidad Iberoamericana	University	U73034544
1018	Universidad Iberoamericana de Ciencia y Tecnologia	University	U2557235
1019	Universidad Interamericana	University	U32404809
1020	Universidad Internacional de Andalucía	University	U44218993
1021	Universidad Internacional del Ecuador	University	U24470545
1022	Universidad Isaac Newton	University	U15922535
1023	Universidad Juan Misael Saracho	University	U51591040
1024	Universidad Latina	University	U52584760
1025	Universidad Mayor de San Simón	University	U81409638
1026	Universidad Nacional Autónoma de México	University	U60946069
1027	"Universidad Nacional Experimental ""Rafael Maria Baralt"""	University	U85869680
1028	Universidad Nacional Experimental de Guayana	University	U32731268
1029	Universidad Nacional de Cajamarca	University	U30421429
1030	Universidad Nacional de Quilmes	University	U54835752
1031	Universidad Nacional de Río Cuarto	University	U39958786
1032	Universidad Nacional de la Amazonía Peruana	University	U31084875
1033	Universidad ORT Uruguay	University	U2210908
1034	Universidad Panamericana	University	U29738171
1035	Universidad Pedagógica Nacional	University	U76456185
1036	Universidad Pedagógica y Tecnológica de Colombia	University	U3350128
1037	Universidad Politécnica Salesiana	University	U32406963
1038	Universidad Privada Franz Tamayo (UNIFRANZ)	University	U60234283
1039	Universidad Privada del Norte	University	U97223985
1040	Universidad Privada del Valle	University	U86877321
1041	Universidad Regional del Sureste	University	U20209460
1042	"Universidad Salvadorena ""Alberto Masferrer"""	University	U9293811
1043	Universidad San Marcos	University	U50296291
1044	Universidad Santa María Campus Guayaquil	University	U29056568
1045	Universidad Tecnológica América	University	U24007105
1046	Universidad Tecnológica Centroamericana	University	U7771303
1047	Universidad Tecnológica Metropolitana	University	U6339427
1048	Universidad Tecnológica Nacional	University	U96366750
1049	Universidad Tecnológica de Panamá	University	U34389587
1050	Universidad Técnica de Oruro	University	U13163387
1051	Universidad Técnica del Norte	University	U46579723
1052	Universidad Valle del Momboy	University	U7226012
1053	Universidad de Aconcagua	University	U78507747
1054	Universidad de Camagüey	University	U94576141
1055	Universidad de Cantabria	University	U19626237
1056	Universidad de Cartago	University	U68055318
1057	Universidad de Concepción del Uruguay	University	U62913007
1058	Universidad de Congreso	University	U64311768
1059	Universidad de La Frontera	University	U8801461
1060	Universidad de La Salle, Bajío	University	U50763800
1061	Universidad de Los Andes	University	U25749304
1062	Universidad de Oriente	University	U96941775
1063	Universidad de Puerto Rico, Cayey	University	U79159603
1064	Universidad de Zaragoza	University	U92993740
1065	Universidad de la Cuenca del Plata	University	U30285807
1066	Universidad del Noroeste	University	U28758991
1067	Universidad del Valle del Bravo	University	U94566040
1068	Universidade Católica de Pelotas	University	U59387283
1069	Universidade Cidade de São Paulo	University	U43153910
1070	Universidade Federal Fluminense	University	U15194438
1071	Universidade Federal de Alagoas	University	U75145349
1072	Universidade Federal de Juiz de Fora	University	U90953231
1073	Universidade Federal de Mato Grosso	University	U65576315
1074	Universidade Ibirapuera	University	U9750084
1075	Universidade Internacional Lisboa	University	U9737675
1076	Universidade Lusófona de Humanidades e Technologias	University	U69030662
1077	Universidade São Judas Tadeu	University	U12857205
1078	Universidade da Região da Campanha	University	U61757537
1079	Universidade de Alfenas	University	U34199383
1080	Universidade de Itaúna	University	U24282376
1081	Universidade de Marília	University	U63168449
1082	Universidade do Rio Grande	University	U60444478
1083	Universitas Brawijaya	University	U7197608
1084	Universitas Gadjah Mada	University	U55395026
1085	Universitas Katolik Indonesia Atma Jaya	University	U98323493
1086	Universitas Komputer Indonesia	University	U40481910
1087	Universitas Kristen Indonesia	University	U17568609
1088	Universitas Merdeka Madiun	University	U18421189
1089	Universitas Widyatama	University	U55675643
1090	Universiti Industri Selangor	University	U46842465
1091	Universiti Kuala Lumpur Malaysian Institute of Information Technology (MIIT)	University	U41125270
1092	Universiti Malaya	University	U18312114
1093	Universiti Malaysia Sarawak	University	U80618746
1094	Universiti Pendidikan Sultan Idris	University	U59610139
1095	Universiti Tun Abdul Razak	University	U16653887
1096	University Canada West	University	U5840513
1097	University College of Skövde	University	U45021786
1098	University College of the Cariboo	University	U28732400
1099	University Lucian Blaga of Sibiu	University	U5556386
1100	University Medical School of Pécs	University	U13420878
1101	University School of Physical Education	University	U27189695
1102	University Tun Abdul Razak	University	U17312580
1103	University for Peace	University	U50347411
1104	University of Abuja	University	U32599285
1105	University of Adelaide	University	U78558873
1106	University of Agriculture and Veterinary Medicine Cluj-Napoca	University	U38228282
1107	University of Agriculture and Veterinary Medicine Iasi	University	U47793929
1108	University of Alaska - Fairbanks	University	U17357031
1109	University of Alberta	University	U48085665
1110	University of Arkansas for Medical Sciences	University	U98900899
1111	University of Baguio	University	U48486124
1112	University of Bath	University	U55348143
1113	University of Bolton	University	U44492493
1114	University of Bradford	University	U39000135
1115	University of California System	University	U74280791
1116	University of Cape Town	University	U50727317
1117	University of Central Oklahoma	University	U86773465
1118	University of Colorado Health Sciences Center	University	U39017809
1119	University of Dallas	University	U33293639
1120	University of Dayton	University	U11429652
1121	University of Delaware	University	U70514653
1122	University of Dongola	University	U52295109
1123	University of Dundee	University	U97347556
1124	University of Eastern Philippines	University	U79437149
1125	University of Economics in Bratislava	University	U83716141
1126	University of El Imam El Mahdi University	University	U61885118
1127	University of Fribourg	University	U71457590
1128	University of Gastronomic Sciences	University	U19489789
1129	University of Hargeisa	University	U85571996
1130	University of Hawaii - Hilo	University	U81128394
1131	University of Health and Science	University	U53269542
1132	University of Houston, Downtown	University	U35244587
1133	University of Indianapolis	University	U94544575
1134	University of Islamic Studies	University	U39417034
1135	University of Italian Studies for Foreigners of Perugia	University	U73396007
1136	University of Karachi	University	U53318533
1137	University of Kentucky	University	U62021477
1138	University of Khartoum	University	U84507183
1139	University of Liberal Arts	University	U45605993
1140	University of Macedonia	University	U5635987
1141	University of Maiduguri	University	U44172621
1142	University of Maine, Machias	University	U75642630
1143	University of Management & Technology	University	U22839951
1144	University of Mary Hardin-Baylor	University	U7203156
1145	University of Massachusetts at Dartmouth	University	U88700661
1146	University of Mauritius	University	U62735057
1147	University of Miami	University	U83113696
1148	University of Milan - Bicocca	University	U4817564
1149	University of Mindanao	University	U60597079
1150	University of Missouri - Kansas City	University	U87859512
1151	University of Montana Western	University	U78531483
1152	University of Mosul	University	U98404846
1153	University of National and World Economy	University	U63223115
1154	University of Nigeria	University	U18381701
1155	University of North Texas Health Science Center at Fort Worth	University	U89942364
1156	University of North West	University	U2137059
1157	University of Northeastern Philippines	University	U2859696
1158	University of Northern Virginia	University	U32526548
1159	University of Perpetual Help	University	U82617043
1160	University of Saint Joseph	University	U51011442
1161	University of San Carlos	University	U17587518
1162	University of Saskatchewan	University	U69223836
1163	University of Sibiu	University	U55599057
1164	University of Siena	University	U45693893
1165	University of Southeastern Philippines	University	U10486325
1166	University of Sri Jayawardenapura	University	U34632335
1167	University of Sudbury	University	U18428510
1168	University of Tampa	University	U51718482
1169	University of Tennessee - Martin	University	U9793621
1170	University of Texas M.D. Anderson Cancer Center	University	U83791102
1171	University of Texas at Arlington	University	U10505493
1172	University of Toronto, Mississauga	University	U42972384
1173	University of Toronto, Scarborough	University	U11298369
1174	University of Trento	University	U10442820
1175	University of Udine	University	U85216729
1176	University of Ulster	University	U73313584
1177	University of Washington	University	U70223922
1178	University of West Hungary	University	U82364895
1179	University of Wisconsin - La Crosse	University	U97649521
1180	University of Wisconsin - Oshkosh	University	U68172769
1181	University of Wisconsin - Platteville	University	U91302572
1182	University of Wollongong	University	U54709179
1183	University of the Ozarks	University	U59490413
1184	University of the Ryukyus	University	U77912187
1185	University of the South Pacific Centre	University	U78170599
1186	University of the Visayas	University	U15079174
1187	Università Pontifcia Salesiana	University	U85549811
1188	Universität Augsburg	University	U34432775
1189	Universität Kassel	University	U56333632
1190	Universität der Bundeswehr München	University	U72483221
1191	Université Catholique de Bukavu	University	U5685611
1192	Université Catholique de Louvain	University	U9280227
1193	Université Dr Tahar Moulay	University	U89254365
1194	Université Gaston Berger Saint-Louis	University	U20618989
1195	Université Jean Monnet	University	U60806114
1196	Université Joseph Fourier (Grenoble I)	University	U22352893
1197	Université Julius Nyerere Kankan	University	U49967711
1198	Université Libre de Bruxelles	University	U24704253
1199	Université Mohammed V - Agdal	University	U13997154
1200	Université Nancy II	University	U91066095
1201	Université Paris-Dauphine (Paris IX)	University	U62599386
1202	Université René Descartes (Paris V)	University	U16118774
1203	Université Sorbonne-Nouvelle (Paris III)	University	U18976902
1204	Université Val-de-Marne (Paris XII)	University	U68278077
1205	Université d'Abobo-Adjamé	University	U48441374
1206	Université d'Oran Es-Senia	University	U2645419
1207	Université de Bourgogne	University	U62540801
1208	Université de Haute-Alsace	University	U49045520
1209	Université de Kikwite	University	U59943780
1210	Université de Kolwezi	University	U48464853
1211	Université de Technologie de Belfort Montbéliard	University	U6373526
1212	Université des Antilles et de la Guyane	University	U62953153
1213	Université du Maine	University	U39669543
1214	Université du Québec à Chicoutimi	University	U19806777
1215	Ural State Technical University	University	U35680088
1216	Utrecht University	University	U41132572
1217	VBS Purvanchal University	University	U64462820
1218	Valahia University of Targoviste	University	U26105605
1219	Victoria University Toronto, University of Toronto	University	U31444730
1220	Vidoo	Company	C61469747
1221	Vidyasagar University	University	U28889477
1222	Vignan University	University	U29083122
1223	Villa Julie College	University	U70050996
1224	Villanova University	University	U14096221
1225	Vimbo	Company	C78104300
1226	Vinder	Company	C18703237
1227	Vinte	Company	C74405263
1228	Vipe	Company	C21672026
1229	Virginia Union University	University	U15644613
1230	Vitebsk State Academy of Veterinary Medicine	University	U69194937
1231	Viva	Company	C2492452
1232	Volgograd State Academy of Physical Education	University	U75211289
1233	Volyn National University Lesja Ukrainka	University	U90726744
1234	Voolia	Company	C23911375
1235	Voolith	Company	C48072062
1236	Voomm	Company	C50816571
1237	Voonder	Company	C87421998
1238	Voonix	Company	C79636958
1239	Voonte	Company	C74515571
1240	Voronezh State Academy of Technology	University	U16026783
1241	Walden University	University	U20223010
1242	Walsh University	University	U23863067
1243	Warren Wilson College	University	U36469860
1244	Wartburg College	University	U74625396
1245	Washington University in St. Louis	University	U68735918
1246	Wayne State College	University	U63714075
1247	Waynesburg College	University	U50345575
1248	Wellspring University	University	U44227613
1249	Western Baptist College	University	U17919301
1250	Western Galilee College	University	U57548682
1251	Western Maryland College	University	U28554864
1252	Western Michigan University	University	U60552145
1253	Westhill University	University	U70678504
1254	Westminster College Fulton	University	U29897245
1255	Wikibox	Company	C48651266
1256	Wikido	Company	C12977490
1257	Wikivu	Company	C68186197
1258	Wikizz	Company	C99274576
1259	Wiley College	University	U32030115
1260	William Paterson University	University	U11559678
1261	William Penn College	University	U76769984
1262	Williams Baptist College	University	U19401271
1263	Worcester State College	University	U32157201
1264	Wordify	Company	C39757040
1265	Wordpedia	Company	C59089557
1266	Wordtune	Company	C24081213
1267	Wordware	Company	C6872925
1268	Xavier University of Louisiana	University	U5305672
1269	Xiamen University	University	U29774695
1270	Yabox	Company	C31757766
1271	Yacero	Company	C22654447
1272	Yakidoo	Company	C25718462
1273	Yakijo	Company	C90020600
1274	Yakitri	Company	C66365692
1275	Yambee	Company	C44847230
1276	Yamia	Company	C82606078
1277	Yata	Company	C69716847
1278	Yerevan State University	University	U27877931
1279	Yeungnam University	University	U92961568
1280	Yodo	Company	C6478453
1281	Yodoo	Company	C71284120
1282	Yombu	Company	C74958677
1283	Yotz	Company	C37636164
1284	Youbridge	Company	C54470199
1285	Youfeed	Company	C32351322
1286	Youopia	Company	C2438905
1287	Youspan	Company	C94531432
1288	Youtags	Company	C16431790
1289	Yoveo	Company	C3178504
1290	Yozio	Company	C49430694
1291	Zachodniopomorska School of Science and Engineering	University	U46173113
1292	Zava	Company	C82146044
1293	Zayed University	University	U98992916
1294	Zazio	Company	C4068447
1295	Zhongnan University of Technology	University	U66741114
1296	Zoombeat	Company	C77152281
1297	Zoombox	Company	C57511474
1298	Zoomcast	Company	C95273102
1299	Zoomdog	Company	C14978545
1300	Zoomlounge	Company	C94536633
1301	Zoomzone	Company	C3344648
1302	Zoonder	Company	C46697983
1303	Zoonoodle	Company	C46511978
1304	Zooveo	Company	C89357557
1305	Zooxo	Company	C10119422
1306	Zoozzy	Company	C6410147
1307	Zurich University of Applied Sciences Winterthur	University	U61527376
